"city","county","state",fips
"arlington","shelby","TN",47157
"arlington","tarrant","TX",48439
"arlington","arlington","VA",51013
"arlington","bennington","VT",50003
"arlington","snohomish","WA",53061
"arlington","columbia","WI",55021
"arlington heights","cook","IL",17031
"arlington heights","middlesex","MA",NULL
"arma","crawford","KS",20037
"armada","macomb","MI",26099
"armagh","indiana","PA",42063
"armbrust","westmoreland","PA",42129
"armington","tazewell","IL",17179
"arminto","natrona","WY",56025
"armona","kings","CA",6031
"armonk","westchester","NY",36119
"armorel","mississippi","AR",5093
"armour","douglas","SD",46043
"armstrong","emmet","IA",19063
"armstrong","vermilion","IL",17183
"armstrong","howard","MO",29089
"armstrong","kenedy","TX",48261
"armstrong creek","forest","WI",55041
"armuchee","floyd","GA",13115
"arnaudville","st. landry parish","LA",22097
"arnegard","mckenzie","ND",38053
"arnett","ellis","OK",40045
"arnett","raleigh","WV",54081
"arnold","calaveras","CA",6009
"arnold","ness","KS",20135
"arnold","anne arundel","MD",24003
"arnold","marquette","MI",26103
"arnold","jefferson","MO",29099
"arnold","custer","NE",31041
"arnold afb","coffee","TN",47031
"arnolds park","dickinson","IA",19059
"arnoldsburg","calhoun","WV",54013
"arnoldsville","oglethorpe","GA",13221
"arnot","tioga","PA",42117
"arock","malheur","OR",41045
"aroda","madison","VA",51113
"aroma park","kankakee","IL",17091
"aromas","monterey","CA",6053
"arona","westmoreland","PA",42129
"arp","smith","TX",48423
"arpin","wood","WI",55141
"arrey","sierra","NM",35051
"arriba","lincoln","CO",8073
"arrington","williamson","TN",47187
"arrington","nelson","VA",51125
"arrow rock","saline","MO",29195
"arrowsmith","mclean","IL",17113
"arroyo","arroyo","PR",NULL
"arroyo grande","san luis obispo","CA",6079
"arroyo hondo","taos","NM",35055
"arroyo seco","taos","NM",35055
"art","mason","TX",48319
"artemas","bedford","PA",42009
"artemus","knox","KY",21121
"artesia","los angeles","CA",6037
"artesia","lowndes","MS",28087
"artesia","eddy","NM",35015
"artesia wells","la salle","TX",48283
"artesian","sanborn","SD",46111
"arthur","ida","IA",19093
"arthur","douglas","IL",17041
"arthur","cass","ND",38017
"arthur","arthur","NE",31005
"arthur","claiborne","TN",47025
"arthur city","lamar","TX",48277
"arthurdale","preston","WV",54077
"artie","raleigh","WV",54081
"artois","glenn","CA",6021
"arvada","jefferson","CO",8059
"arvada","sheridan","WY",56033
"arverne","queens","NY",36081
"arvilla","grand forks","ND",38035
"arvin","kern","CA",6029
"arvonia","buckingham","VA",51029
"ary","perry","KY",21193
"asbury","jasper","MO",29097
"asbury","hunterdon","NJ",34041
"asbury","greenbrier","WV",54025
"asbury park","monmouth","NJ",34025
"ascutney","windsor","VT",50027
"ash","brunswick","NC",37019
"ash flat","sharp","AR",5049
"ash fork","yavapai","AZ",4025
"ash grove","greene","MO",29077
"ashaway","washington","RI",44009
"ashburn","turner","GA",13287
"ashburn","pike","MO",29163
"ashburn","loudoun","VA",51059
"ashburnham","worcester","MA",25027
"ashby","middlesex","MA",25017
"ashby","grant","MN",27051
"ashby","grant","NE",31075
"ashcamp","pike","KY",21195
"ashdown","little river","AR",5081
"asheboro","randolph","NC",37151
"asher","leslie","KY",21131
"asher","pottawatomie","OK",40125
"asherton","dimmit","TX",48127
"asheville","buncombe","NC",37021
"ashfield","franklin","MA",25011
"ashfield","carbon","PA",42025
"ashford","houston","AL",1069
"ashford","windham","CT",9015
"ashford","pierce","WA",53053
"ashford","boone","WV",54005
"ashippun","dodge","WI",55027
"ashkum","iroquois","IL",17075
"ashland","clay","AL",1027
"ashland","cass","IL",17017
"ashland","clark","KS",20025
"ashland","boyd","KY",21019
"ashland","natchitoches parish","LA",22069
"ashland","middlesex","MA",25017
"ashland","aroostook","ME",23003
"ashland","boone","MO",29019
"ashland","benton","MS",28009
"ashland","rosebud","MT",30087
"ashland","saunders","NE",31155
"ashland","grafton","NH",33009
"ashland","greene","NY",36039
"ashland","ashland","OH",39005
"ashland","jackson","OR",41029
"ashland","schuylkill","PA",42107
"ashland","hanover","VA",51085
"ashland","ashland","WI",55003
"ashland city","cheatham","TN",47021
"ashley","washington","IL",17189
"ashley","dekalb","IN",18033
"ashley","gratiot","MI",26057
"ashley","mcintosh","ND",38051
"ashley","delaware","OH",39041
"ashley falls","berkshire","MA",25003
"ashmore","coles","IL",17029
"ashtabula","ashtabula","OH",39007
"ashton","osceola","IA",19143
"ashton","fremont","ID",16043
"ashton","lee","IL",17103
"ashton","montgomery","MD",24031
"ashton","sherman","NE",31163
"ashton","spink","SD",46115
"ashton","mason","WV",54053
"ashuelot","cheshire","NH",33005
"ashville","st. clair","AL",1115
"ashville","chautauqua","NY",36013
"ashville","pickaway","OH",39129
"ashville","cambria","PA",42021
"ashwood","jefferson","OR",41031
"askov","pine","MN",27115
"asotin","asotin","WA",53003
"aspen","pitkin","CO",8097
"aspermont","stonewall","TX",48433
"aspers","adams","PA",42001
"aspinwall","crawford","IA",19047
"assaria","saline","KS",20169
"assawoman","accomack","VA",51001
"assonet","bristol","MA",25005
"assumption","christian","IL",17021
"astatula","lake","FL",NULL
"aston","delaware","PA",42045
"astor","lake","FL",NULL
"astoria","fulton","IL",17057
"astoria","queens","NY",36081
"astoria","clatsop","OR",41007
"astoria","deuel","SD",46039
"atalissa","muscatine","IA",19139
"atascadero","san luis obispo","CA",6079
"atascosa","bexar","TX",48029
"atchison","atchison","KS",20005
"atco","camden","NJ",34007
"atglen","chester","PA",42029
"athelstane","marinette","WI",55075
"athena","umatilla","OR",41059
"athens","limestone","AL",1083
"athens","clarke","GA",13059
"athens","menard","IL",17129
"athens","fulton","IN",18049
"athens","claiborne parish","LA",22027
"athens","somerset","ME",23025
"athens","calhoun","MI",26025
"athens","greene","NY",36039
"athens","athens","OH",39009
"athens","bradford","PA",42015
"athens","mcminn","TN",47107
"athens","henderson","TX",48213
"athens","marathon","WI",55073
"athens","mercer","WV",54055
"atherton","san mateo","CA",NULL
"athol","kootenai","ID",16055
"athol","smith","KS",20183
"athol","lee","KY",21129
"athol","worcester","MA",25027
"athol","warren","NY",36113
"athol springs","erie","NY",36029
"atka","aleutians west census area","AK",NULL
"atkins","pope","AR",5115
"atkins","benton","IA",19011
"atkins","smyth","VA",51173
"atkinson","henry","IL",17073
"atkinson","pender","NC",37141
"atkinson","holt","NE",31089
"atkinson","rockingham","NH",33015
"atlanta","fulton","GA",13121
"atlanta","elmore","ID",16039
"atlanta","logan","IL",17107
"atlanta","hamilton","IN",18057
"atlanta","cowley","KS",20035
"atlanta","winn parish","LA",22127
"atlanta","montmorency","MI",26119
"atlanta","macon","MO",29121
"atlanta","phelps","NE",31137
"atlanta","steuben","NY",36101
"atlanta","cass","TX",48067
"atlantic","cass","IA",19029
"atlantic","carteret","NC",37031
"atlantic","crawford","PA",42039
"atlantic","accomack","VA",51001
"atlantic beach","duval","FL",12031
"atlantic beach","carteret","NC",37031
"atlantic beach","nassau","NY",36059
"atlantic city","atlantic","NJ",34001
"atlantic highlands","monmouth","NJ",34025
"atlantic mine","houghton","MI",26061
"atlas","genesee","MI",26049
"atlasburg","washington","PA",42125
"atmore","escambia","AL",1053
"atoka","atoka","OK",40005
"atoka","tipton","TN",47167
"atomic city","bingham","ID",16011
"atqasuk","north slope borough","AK",2185
"attalla","etowah","AL",1055
"attapulgus","decatur","GA",NULL
"attica","fountain","IN",18045
"attica","harper","KS",20077
"attica","lapeer","MI",26087
"attica","wyoming","NY",36121
"attica","seneca","OH",39147
"attleboro","bristol","MA",25005
"attleboro falls","bristol","MA",25005
"atwater","merced","CA",6047
"atwater","kandiyohi","MN",27067
"atwater","portage","OH",39133
"atwood","orange","CA",NULL
"atwood","logan","CO",8075
"atwood","douglas","IL",17041
"atwood","kosciusko","IN",18085
"atwood","rawlins","KS",20153
"atwood","hughes","OK",40063
"atwood","carroll","TN",47017
"au gres","arenac","MI",26011
"au sable forks","clinton","NY",36031
"au train","alger","MI",26003
"auberry","fresno","CA",6019
"aubrey","lee","AR",5077
"aubrey","denton","TX",48121
"auburn","lee","AL",1081
"auburn","placer","CA",6061
"auburn","barrow","GA",NULL
"auburn","sac","IA",19161
"auburn","sangamon","IL",17167
"auburn","dekalb","IN",18033
"auburn","shawnee","KS",20177
"auburn","logan","KY",21141
"auburn","worcester","MA",25027
"auburn","androscoggin","ME",23001
"auburn","bay","MI",26017
"auburn","nemaha","NE",31127
"auburn","rockingham","NH",33015
"auburn","cayuga","NY",36011
"auburn","schuylkill","PA",42107
"auburn","king","WA",53033
"auburn","ritchie","WV",54085
"auburn","lincoln","WY",56023
"auburn hills","oakland","MI",26125
"auburn university","lee","AL",1081
"auburndale","polk","FL",12105
"auburndale","middlesex","MA",NULL
"auburndale","wood","WI",55141
"auburntown","cannon","TN",47015
"audubon","audubon","IA",19009
"audubon","becker","MN",27005
"audubon","camden","NJ",34007
"audubon","montgomery","PA",42091
"augusta","woodruff","AR",5147
"augusta","richmond","GA",13245
"augusta","hancock","IL",17067
"augusta","butler","KS",20015
"augusta","bracken","KY",21023
"augusta","kennebec","ME",23011
"augusta","kalamazoo","MI",26077
"augusta","st. charles","MO",29183
"augusta","lewis and clark","MT",30049
"augusta","sussex","NJ",34037
"augusta","carroll","OH",39019
"augusta","eau claire","WI",55035
"augusta","hampshire","WV",54027
"augusta springs","augusta","VA",51015
"auke bay","city and borough of juneau","AK",2110
"aulander","hertford","NC",37015
"ault","weld","CO",8123
"aultman","indiana","PA",42063
"aumsville","marion","OR",41047
"aurelia","cherokee","IA",19035
"auriesville","montgomery","NY",NULL
"aurora","arapahoe","CO",8005
"aurora","buchanan","IA",19019
"aurora","will","IL",17089
"aurora","dearborn","IN",18029
"aurora","cloud","KS",20029
"aurora","hancock","ME",23009
"aurora","st. louis","MN",27137
"aurora","lawrence","MO",29109
"aurora","beaufort","NC",37013
"aurora","hamilton","NE",31081
"aurora","cayuga","NY",36011
"aurora","portage","OH",39133
"aurora","marion","OR",41047
"aurora","brookings","SD",46011
"aurora","sevier","UT",49041
"aurora","preston","WV",54077
"austell","cobb","GA",NULL
"austerlitz","columbia","NY",36021
"austin","lonoke","AR",5085
"austin","delta","CO",8029
"austin","scott","IN",18143
"austin","barren","KY",21009
"austin","mower","MN",27099
"austin","lander","NV",32015
"austin","potter","PA",42105
"austin","williamson","TX",48491
"austinburg","ashtabula","OH",39007
"austinville","butler","IA",19023
"austinville","carroll","VA",51197
"austwell","refugio","TX",48391
"autaugaville","autauga","AL",1001
"autryville","sampson","NC",37163
"auxier","floyd","KY",21071
"auxvasse","callaway","MO",29027
"ava","jackson","IL",17077
"ava","douglas","MO",29067
"ava","oneida","NY",36065
"ava","noble","OH",39121
"avalon","los angeles","CA",6037
"avalon","cape may","NJ",34009
"avalon","ellis","TX",48139
"avalon","rock","WI",55105
"avant","osage","OK",40113
"avawam","perry","KY",21193
"avella","washington","PA",42125
"avenal","kings","CA",6019
"avenel","middlesex","NJ",34023
"avenue","st. mary's","MD",24037
"avera","jefferson","GA",13163
"averill","essex","VT",50009
"averill park","rensselaer","NY",36083
"avery","calaveras","CA",6009
"avery","shoshone","ID",16079
"avery","red river","TX",48387
"avery island","iberia parish","LA",22045
"avila beach","san luis obispo","CA",6079
"avilla","noble","IN",18113
"avilla","jasper","MO",29097
"avinger","marion","TX",48315
"avis","clinton","PA",42035
"aviston","clinton","IL",17027
"avoca","benton","AR",5007
"avoca","pottawattamie","IA",19155
"avoca","lawrence","IN",18093
"avoca","st. clair","MI",26147
"avoca","murray","MN",27101
"avoca","cass","NE",31025
"avoca","steuben","NY",36101
"avoca","jones","TX",48253
"avoca","iowa","WI",55049
"avon","eagle","CO",8037
"avon","hartford","CT",9003
"avon","fulton","IL",17057
"avon","hendricks","IN",NULL
"avon","norfolk","MA",25021
"avon","stearns","MN",27145
"avon","washington","MS",28151
"avon","powell","MT",30077
"avon","dare","NC",37055
"avon","livingston","NY",36051
"avon","lorain","OH",39093
"avon","bon homme","SD",46009
"avon by the sea","monmouth","NJ",34025
"avon lake","lorain","OH",39093
"avon park","highlands","FL",12055
"avondale","maricopa","AZ",4013
"avondale","pueblo","CO",8101
"avondale","chester","PA",42029
"avondale","mcdowell","WV",54047
"avondale estates","dekalb","GA",13089
"avonmore","westmoreland","PA",42129
"awendaw","charleston","SC",45019
"axis","mobile","AL",1097
"axson","atkinson","GA",13003
"axtell","marshall","KS",20117
"axtell","kearney","NE",31099
"axtell","mclennan","TX",48309
"axtell","sanpete","UT",49039
"axton","henry","VA",51089
"ayden","pitt","NC",37147
"aydlett","currituck","NC",37053
"ayer","middlesex","MA",25017
"aylett","king william","VA",51101
"aynor","horry","SC",45051
"ayr","cass","ND",38017
"ayr","adams","NE",31001
"ayrshire","palo alto","IA",19147
"azalea","douglas","OR",41019
"azalia","monroe","MI",26115
"azle","tarrant","TX",48367
"aztec","san juan","NM",35045
"azusa","los angeles","CA",6037
"babb","glacier","MT",30035
"babbitt","st. louis","MN",27137
"babcock","wood","WI",55141
"babson park","polk","FL",12105
"babson park","norfolk","MA",NULL
"babylon","suffolk","NY",36103
"backus","cass","MN",27021
"bacliff","galveston","TX",48167
"baconton","mitchell","GA",13205
"bacova","bath","VA",51017
"bad axe","huron","MI",26063
"baden","beaver","PA",42007
"badger","tulare","CA",6107
"badger","webster","IA",19187
"badger","roseau","MN",27135
"badger","kingsbury","SD",46077
"badin","stanly","NC",37167
"bagdad","yavapai","AZ",4025
"bagdad","santa rosa","FL",12113
"bagdad","shelby","KY",21211
"baggs","carbon","WY",56007
"bagley","guthrie","IA",19077
"bagley","clearwater","MN",27029
"bagley","grant","WI",55043
"bagwell","red river","TX",48387
"bahama","durham","NC",37063
"bailey","park","CO",8093
"bailey","muskegon","MI",26121
"bailey","lauderdale","MS",28075
"bailey","nash","NC",37127
"bailey","fannin","TX",48147
"bailey island","cumberland","ME",23005
"baileys harbor","door","WI",55029
"baileyton","cullman","AL",1043
"baileyville","ogle","IL",17141
"baileyville","nemaha","KS",20131
"baileyville","washington","ME",23029
"bainbridge","decatur","GA",NULL
"bainbridge","putnam","IN",18133
"bainbridge","chenango","NY",36017
"bainbridge","ross","OH",39141
"bainbridge","lancaster","PA",42071
"bainbridge island","kitsap","WA",53035
"bainville","roosevelt","MT",30085
"baird","callahan","TX",48059
"bairdford","allegheny","PA",42003
"bairoil","sweetwater","WY",56037
"baisden","mingo","WV",54059
"bajadero","arecibo","PR",72013
"baker","san bernardino","CA",6071
"baker","okaloosa","FL",12091
"baker","east baton rouge parish","LA",22033
"baker","fallon","MT",30025
"baker","white pine","NV",32033
"baker","hardy","WV",54031
"baker city","baker","OR",41001
"bakers mills","warren","NY",36113
"bakersfield","kern","CA",6029
"bakersfield","ozark","MO",29153
"bakersfield","franklin","VT",50011
"bakerstown","allegheny","PA",42003
"bakersville","mitchell","NC",37121
"bakersville","coshocton","OH",39031
"bakerton","washington","WV",54037
"bakewell","hamilton","TN",47065
"bala cynwyd","montgomery","PA",42091
"balaton","lyon","MN",27083
"balch springs","dallas","TX",48113
"bald knob","white","AR",5145
"baldwin","banks","GA",13011
"baldwin","jackson","IA",19097
"baldwin","randolph","IL",17157
"baldwin","st. mary parish","LA",22101
"baldwin","baltimore","MD",24005
"baldwin","lake","MI",26085
"baldwin","burleigh","ND",38015
"baldwin","nassau","NY",36059
"baldwin","st. croix","WI",55109
"baldwin city","douglas","KS",20045
"baldwin park","los angeles","CA",6037
"baldwin place","westchester","NY",36079
"baldwinsville","onondaga","NY",36067
"baldwinville","worcester","MA",25027
"baldwyn","prentiss","MS",28081
"balfour","mchenry","ND",38049
"balko","beaver","OK",40007
"ball","rapides parish","LA",22079
"ball ground","cherokee","GA",13057
"ballantine","yellowstone","MT",30111
"ballard","monroe","WV",54063
"ballentine","richland","SC",45079
"ballico","merced","CA",6047
"ballinger","runnels","TX",48399
"ballouville","windham","CT",9015
"ballston lake","saratoga","NY",36091
"ballston spa","saratoga","NY",36091
"ballwin","st. louis","MO",29189
"bally","berks","PA",42011
"balm","hillsborough","FL",12057
